Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Salary Estimate Min,Salary Estimate Max,Salary Estimate Mean,Sentences in Job Description
Data Analyst,$69K-$127K (Glassdoor est.),3.7,PETADATA,"San Jose, CA","Fremont, CA",51 to 200 employees,1979,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,69.0,127.0,98.0,14
Data Engineering/Analyst- Apple Cloud Services,$69K-$127K (Glassdoor est.),4.1,Apple,"Santa Clara, CA","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),69.0,127.0,98.0,16
Data Analyst,$69K-$127K (Glassdoor est.),4.2,CyberCoders,"Redwood City, CA","Irvine, CA",201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),69.0,127.0,98.0,17
Technical Data Analyst,$69K-$127K (Glassdoor est.),4.8,Beezwax Datatools,"Cupertino, CA","Oakland, CA",1 to 50 employees,1994,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,69.0,127.0,98.0,15
Data Analyst 1,$69K-$127K (Glassdoor est.),4.1,APN Software Services Inc.,"Redwood City, CA","Newark, CA",51 to 200 employees,1979,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),69.0,127.0,98.0,11
Data Quality Analyst,$69K-$127K (Glassdoor est.),3.9,"TalentBurst, Inc.","Mountain View, CA","Natick, MA",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),69.0,127.0,98.0,22
Data Privacy Analyst/ Program Manager I,$69K-$127K (Glassdoor est.),3.7,AKORBI Language Solutions,"Sunnyvale, CA","Sunnyvale, CA",Unknown,1979,Unknown,Unknown,Unknown,Unknown / Non-Applicable,69.0,127.0,98.0,6
Data Analyst,$69K-$127K (Glassdoor est.),3.7,"US Tech Solutions, Inc","Sunnyvale, CA","Edison, NJ",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),69.0,127.0,98.0,53
Data Analyst- German Fluency,$69K-$127K (Glassdoor est.),3.5,Russell Tobin & Associates,"Cupertino, CA","New York, NY",51 to 200 employees,2010,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),69.0,127.0,98.0,14
HR Data Analyst (Workday EIB),$69K-$127K (Glassdoor est.),4.1,IntelliPro Group Inc.,"Mountain View, CA","Santa Clara, CA",201 to 500 employees,1979,Company - Private,Unknown,Unknown,$10 to $25 million (USD),69.0,127.0,98.0,4
Data Analyst lll,$69K-$127K (Glassdoor est.),3.2,Milestone Technologies Inc.,"Fremont, CA","Fremont, CA",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),69.0,127.0,98.0,12
Bioinformatician-Research Data Analyst 1,$69K-$127K (Glassdoor est.),4.2,Stanford University School of Medicine,"Stanford, CA","Stanford, CA",5001 to 10000 employees,1979,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,69.0,127.0,98.0,40
Data Analyst,$69K-$127K (Glassdoor est.),3.5,Robert Half,"Sunnyvale, CA","Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),69.0,127.0,98.0,22
Data Analyst/Technical Product Owner,$69K-$127K (Glassdoor est.),3.8,Technosoft Corporation,"San Jose, CA","Southfield, MI",1001 to 5000 employees,1996,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),69.0,127.0,98.0,9
Sr. Data Warehouse Analyst,$69K-$127K (Glassdoor est.),3.9,AbbVie,"Sunnyvale, CA","North Chicago, IL",10000+ employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),69.0,127.0,98.0,14
Master Data Analyst,$69K-$127K (Glassdoor est.),4.7,Method360,"San Jose, CA","San Francisco, CA",51 to 200 employees,2000,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,69.0,127.0,98.0,8
Market Data Analyst - Global Securities Master (GSM),$69K-$127K (Glassdoor est.),3.3,SRA OSS,"San Jose, CA","Santa Clara, CA",51 to 200 employees,2006,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),69.0,127.0,98.0,9
Technical Business or Data Analyst,$69K-$127K (Glassdoor est.),4.4,Adwait Algorithm,"Santa Clara, CA","Houston, TX",51 to 200 employees,2015,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,69.0,127.0,98.0,9
Senior BI and Data Analyst,$69K-$127K (Glassdoor est.),4.1,Apple,"Santa Clara, CA","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),69.0,127.0,98.0,48
Sr. Data Analyst,$69K-$127K (Glassdoor est.),4.4,"Armada Group, Inc.","San Jose, CA","Santa Cruz, CA",51 to 200 employees,1995,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,69.0,127.0,98.0,5
"Senior Data Analytics Analyst, Revenue",$51K-$93K (Glassdoor est.),4.8,Zoom,"San Jose, CA","San Jose, CA",1001 to 5000 employees,2011,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,51.0,93.0,72.0,13
Senior Data Analyst,$51K-$93K (Glassdoor est.),3.1,Enjoy Technology,"Palo Alto, CA","Palo Alto, CA",1001 to 5000 employees,2014,Company - Private,Consumer Electronics & Appliances Stores,Retail,Unknown / Non-Applicable,51.0,93.0,72.0,17
"Senior Business/Data Analyst - WW Sales Finance Process, Analytics, and Reporting",$51K-$93K (Glassdoor est.),4.1,Apple,"Santa Clara, CA","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),51.0,93.0,72.0,32
